amount,payments,same_district,frequency,has_disponent,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,avg_balance,num_trans,min_balance,std_balance,negative_balance,last_balance,last_balance_negative,cash_credit_ratio,rem_ratio,card_withdrawal_ratio,cash_withdrawal_ratio,interest_ratio,coll_ratio,age_when_loan,days_between,loan_status,has_card
11736,489,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,11518.78888888889,-3996.822680412371,202.89172932330825,-22500.0,33098.0,0.2706766917293233,42224.43902725564,133,1100.0,11658.960228747754,0,26984.400390625,0,0.14285714285714285,0.2857142857142857,0.0,0.44360902255639095,0.12781954887218044,0.0,56,528,0,False
205200,5700,False,2,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,17320.669444444444,-6117.8279569892475,423.1480620155039,-31200.0,51303.0,0.27906976744186046,58336.31122819767,129,900.0,17137.258519659892,0,54586.0,0,0.015503875968992248,0.3023255813953488,0.0,0.4186046511627907,0.13178294573643412,0.13178294573643412,31,541,0,False
482940,8049,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4877.926785714286,-3442.2243243243242,141.84076923076924,-15800.0,21056.0,0.4307692307692308,26358.754564490686,130,900.0,9847.38302135464,0,18439.400390625,0,0.2,0.26153846153846155,0.0,0.3076923076923077,0.23076923076923078,0.0,18,477,1,False
31248,2604,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,16817.427450980394,-11648.785507246375,449.3550000000001,-64100.0,47033.0,0.425,64493.09900716146,120,1000.0,28873.56222289308,0,53922.30078125,0,0.275,0.0,0.0,0.575,0.15,0.0,55,570,0,False
76380,6365,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4596.96,-2751.296,514.5955555555555,-8700.0,12861.0,0.4444444444444444,26122.84904513889,45,1100.0,8197.154041281616,0,23163.8994140625,0,0.26666666666666666,0.26666666666666666,0.0,0.28888888888888886,0.17777777777777778,0.0,37,246,0,False
270648,7518,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13666.85,-12250.277777777777,708.286111111111,-52700.0,47433.0,0.5,60819.97612847222,72,200.0,29510.25213376034,0,50996.5,0,0.2222222222222222,0.0,0.0,0.5,0.2777777777777778,0.0,57,307,1,False
76416,3184,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8867.943859649122,-5137.602083333333,80.1503267973856,-21400.0,28659.0,0.37254901960784315,31375.160832822712,153,8686.4,11951.62342619235,0,12262.900390625,0,0.08496732026143791,0.23529411764705882,0.0,0.39215686274509803,0.1437908496732026,0.1437908496732026,57,669,0,False
316140,5269,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4591.911666666667,-3325.351898734177,92.17194244604318,-9500.0,13352.0,0.4316546762589928,18632.933761486904,139,800.0,6876.391302948383,0,12819.10009765625,0,0.2733812949640288,0.0,0.0,0.5683453237410072,0.15827338129496402,0.0,26,683,1,False
168984,7041,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,12442.474324324325,-10423.706976744184,151.90187500000005,-55200.0,49960.0,0.4625,56053.997480392456,160,-517.7,28266.610727026546,1,24304.30078125,0,0.225,0.0,0.0,0.5375,0.2375,0.0,18,571,1,False
15420,1285,False,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,4776.766037735849,-2258.1755102040815,211.04238410596028,-11840.0,13881.0,0.3509933774834437,24577.19980727442,151,1000.0,7025.969878310334,0,31867.19921875,0,0.2119205298013245,0.2251655629139073,0.0,0.423841059602649,0.1390728476821192,0.0,29,667,0,False
31728,1322,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,7781.153658536585,-3766.1105263157897,280.3666666666667,-19680.0,22267.5,0.3504273504273504,31139.747896634617,117,600.0,9870.56865514204,0,32802.69921875,0,0.19658119658119658,0.11965811965811966,0.0,0.5299145299145299,0.15384615384615385,0.0,44,568,0,False
18564,1547,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8607.3,-8550.0,3328.1307692307696,-13400.0,25603.5,0.6923076923076923,35538.045372596156,13,200.0,13706.204397046016,0,43265.69921875,0,0.38461538461538464,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,32,128,0,False
187224,7801,False,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13214.305263157894,-9026.228000000001,577.6386363636364,-51900.0,46293.0,0.4318181818181818,42084.3113935644,88,-243.3,21912.9050257677,1,50839.400390625,0,0.23863636363636365,0.0,0.0,0.5681818181818182,0.19318181818181818,0.0,47,504,1,False
87216,1817,False,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5670.470731707317,-1922.3738317757009,181.04932432432435,-9900.0,15608.0,0.27702702702702703,30847.149466849663,148,700.0,6532.578668823347,0,28216.80078125,0,0.14864864864864866,0.31756756756756754,0.0,0.40540540540540543,0.12837837837837837,0.0,41,616,0,False
36168,3014,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,9289.213333333335,-5247.628571428571,809.388888888889,-18500.0,27122.0,0.4166666666666667,39063.766710069445,36,300.0,13842.91052361679,0,29138.099609375,0,0.05555555555555555,0.2222222222222222,0.0,0.3611111111111111,0.16666666666666666,0.19444444444444445,34,202,0,False
231696,6436,True,2,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,20382.055882352943,-7099.076086956522,316.4674603174603,-36000.0,60566.0,0.2698412698412698,45873.61648220486,126,800.0,20843.162695121857,0,43524.69921875,0,0.023809523809523808,0.2777777777777778,0.0,0.4523809523809524,0.11904761904761904,0.12698412698412698,22,476,0,False
419880,6998,True,2,1,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,21108.227272727272,-29640.85714285714,1372.4722222222222,-64800.0,62982.0,0.6111111111111112,59352.832682291664,18,200.0,27093.903088181036,0,24704.400390625,0,0.1111111111111111,0.05555555555555555,0.0,0.3333333333333333,0.2222222222222222,0.2777777777777778,50,156,0,False
31176,1299,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,10761.475,-7135.509090909091,2202.0478260869563,-16900.0,29418.0,0.5217391304347826,46304.15242866848,23,700.0,15003.746243233909,0,50647.1015625,0,0.30434782608695654,0.08695652173913043,0.0,0.391304347826087,0.21739130434782608,0.0,27,173,0,False
125340,2089,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,10958.024561403508,-8651.42857142857,149.66456692913385,-45200.0,49974.0,0.44881889763779526,51145.51596333661,127,500.0,22615.615769558062,0,19007.0,0,0.2283464566929134,0.10236220472440945,0.0,0.44881889763779526,0.2204724409448819,0.0,51,476,0,False
247728,5161,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,14307.730434782608,-10241.703703703704,1051.0360000000003,-57900.0,48620.0,0.46,60054.733828125,50,200.0,22935.48563404271,0,52551.69921875,0,0.22,0.12,0.0,0.42,0.24,0.0,16,215,0,False
320976,6687,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,17416.52608695652,-13115.474074074074,929.2460000000001,-49700.0,70071.0,0.46,49482.96826171875,50,1000.0,27159.96091232845,0,46462.19921875,0,0.02,0.0,0.0,0.54,0.28,0.16,59,251,1,False
20196,561,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,12967.817647058822,-6051.9548387096775,684.2145833333333,-24500.0,35469.0,0.3541666666666667,52636.59916178385,96,200.0,15208.851940476548,0,65684.6015625,0,0.1875,0.13541666666666666,0.0,0.5104166666666666,0.16666666666666666,0.0,25,523,0,False
258444,7179,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8032.675,-10625.0,3368.25625,-14600.0,31830.0,0.75,40688.13720703125,16,600.0,16683.030206715943,0,53892.1015625,0,0.4375,0.0,0.0,0.25,0.3125,0.0,30,205,0,False
71460,1985,True,1,1,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,11367.793749999999,-8815.72,1601.5774193548389,-26600.0,33669.0,0.5161290322580645,49220.981098790326,31,700.0,16114.22578746533,0,49656.19921875,0,0.2903225806451613,0.0967741935483871,0.0,0.3870967741935484,0.22580645161290322,0.0,16,240,0,False
68832,1912,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,9718.266666666666,-6265.434482758621,972.4679245283018,-24000.0,28353.0,0.4528301886792453,37557.05476120283,53,700.0,12172.306611977114,0,51540.69921875,0,0.2641509433962264,0.11320754716981132,0.0,0.4339622641509434,0.18867924528301888,0.0,37,330,0,False
101520,8460,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,6132.844444444444,-4683.5199999999995,440.0210526315789,-10000.0,18513.0,0.47368421052631576,26449.09195106908,38,400.0,10215.267992625497,0,16728.1005859375,0,0.2631578947368421,0.10526315789473684,0.0,0.42105263157894735,0.21052631578947367,0.0,19,245,0,False
77184,2144,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,15884.205555555556,-13399.643902439026,291.5064935064934,-63600.0,48447.0,0.4675324675324675,50722.27002587257,77,200.0,30089.901949631472,0,22446.0,0,0.2597402597402597,0.0,0.0,0.5324675324675324,0.2077922077922078,0.0,41,573,0,False
70656,1472,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5128.586206896552,-5260.541666666667,424.07547169811323,-26080.0,22317.0,0.5471698113207547,32646.851230837263,53,600.0,12826.021760706211,0,22476.099609375,0,0.20754716981132076,0.07547169811320754,0.0,0.37735849056603776,0.33962264150943394,0.0,44,273,0,False
110136,4589,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,13368.28275862069,-10203.929411764706,646.7714285714288,-60700.0,45640.0,0.4603174603174603,50815.80465649802,63,400.0,28915.725925797997,0,40746.5,0,0.2698412698412698,0.09523809523809523,0.0,0.4444444444444444,0.19047619047619047,0.0,38,553,0,False
228276,6341,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,7594.046153846154,-6430.657142857142,2685.4,-9100.0,22288.0,0.65,41402.13486328125,20,500.0,14480.631340588567,0,53707.8984375,0,0.4,0.0,0.0,0.35,0.25,0.0,35,166,0,False
86616,7218,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,4879.433333333333,-7100.0,2483.5466666666666,-11100.0,17859.0,0.8,25714.046875,15,800.0,11318.707513469459,0,37253.1015625,0,0.4,0.0,0.0,0.2,0.4,0.0,32,125,0,False
149040,3105,True,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,9496.58,-5026.411764705882,352.47407407407394,-15900.0,27946.0,0.37037037037037035,36845.589156539354,54,200.0,12540.493296982091,0,19040.7998046875,0,0.037037037037037035,0.09259259259259259,0.0,0.5370370370370371,0.16666666666666666,0.16666666666666666,25,292,0,False
52128,2172,False,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,6244.838461538462,-5771.99375,828.8014084507042,-27300.0,44473.0,0.5492957746478874,33459.68030644806,71,144.2,19945.403049384506,0,58777.0498046875,0,0.18309859154929578,0.0,0.0,0.4507042253521127,0.36619718309859156,0.0,34,264,0,False
111384,4641,False,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,19164.74909090909,-10327.241237113401,344.2026315789474,-61700.0,49388.0,0.3618421052631579,65097.22463507401,152,500.0,26199.253965918448,0,52318.8984375,0,0.2565789473684211,0.18421052631578946,0.0,0.45394736842105265,0.10526315789473684,0.0,27,472,0,False
50460,841,True,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,8327.073684210525,-4861.808333333333,965.8372093023256,-15000.0,22927.5,0.4418604651162791,37570.628088662794,43,800.0,10249.82005505562,0,41531.0,0,0.2558139534883721,0.11627906976744186,0.0,0.4418604651162791,0.18604651162790697,0.0,46,269,0,False
260028,7223,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,22177.26170212766,-8530.528070175438,433.8577639751553,-51700.0,65008.0,0.2919254658385093,50676.81981512034,161,200.0,20928.32907823793,0,69850.8984375,0,0.024844720496894408,0.21739130434782608,0.0,0.4906832298136646,0.13043478260869565,0.13664596273291926,18,689,0,False
137904,5746,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,6195.533333333334,-6866.666666666667,2929.9833333333336,-9000.0,11878.0,0.75,26886.191569010418,12,600.0,11471.988860707743,0,35159.69921875,0,0.5,0.0,0.0,0.25,0.25,0.0,27,129,1,False
75624,3151,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,11677.0,-16650.0,1824.1304347826087,-31100.0,49887.0,0.6521739130434783,50009.908967391304,23,400.0,20233.672294290212,0,41954.80078125,0,0.2608695652173913,0.0,0.0,0.34782608695652173,0.391304347826087,0.0,35,196,1,False
208128,4336,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,11823.668965517241,-7468.908571428571,1273.040625,-36500.0,47493.0,0.453125,36369.97480964661,64,-1069.7,22633.264455839922,1,81474.6015625,0,0.25,0.0,0.0,0.546875,0.203125,0.0,42,439,1,False
23052,1921,True,1,1,0,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,6742.349999999999,-2399.1951219512193,166.85263157894735,-24000.0,20812.0,0.2807017543859649,23771.96603732639,171,700.0,8885.922621430775,0,28531.69921875,0,0.1695906432748538,0.3567251461988304,0.0,0.36257309941520466,0.1111111111111111,0.0,53,617,0,False
100980,1683,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,7692.8,-3734.13488372093,673.3971428571429,-22900.0,20922.0,0.38571428571428573,35614.74461495536,70,600.0,9507.67955579623,0,47887.69921875,0,0.21428571428571427,0.12857142857142856,0.0,0.4857142857142857,0.17142857142857143,0.0,29,385,0,False
113796,3161,True,0,1,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,9973.764000000001,-4580.63829787234,472.9736111111112,-21074.0,28446.0,0.3472222222222222,36840.57367621528,72,500.0,11331.316347918979,0,34054.0,0,0.027777777777777776,0.2222222222222222,0.0,0.4305555555555556,0.1527777777777778,0.16666666666666666,24,356,0,False
56100,935,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,4958.146428571429,-3085.52,226.57794117647063,-10700.0,13986.0,0.4117647058823529,20158.001349954044,68,1000.0,8364.640804566638,0,15407.2001953125,0,0.23529411764705882,0.1323529411764706,0.0,0.45588235294117646,0.17647058823529413,0.0,37,405,0,False
11400,950,True,1,0,0,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,3711.3310344827587,-1662.6708333333333,361.30389610389614,-6700.0,10734.0,0.37662337662337664,27533.66361226664,77,300.0,6193.799932203327,0,27820.19921875,0,0.23376623376623376,0.2987012987012987,0.0,0.3246753246753247,0.14285714285714285,0.0,16,357,0,False
179328,3736,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,11922.27619047619,-6912.677419354839,693.7461538461539,-23040.0,34960.0,0.40384615384615385,44093.97119140625,52,200.0,14140.269080000646,0,36074.69921875,0,0.23076923076923078,0.11538461538461539,0.0,0.4807692307692308,0.17307692307692307,0.0,23,311,0,False
253200,4220,False,2,0,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,13560.890476190476,-10181.4,1979.2853658536587,-42600.0,46304.0,0.5121951219512195,47302.54623189787,41,800.0,26226.926536689025,0,81150.6015625,0,0.3170731707317073,0.0,0.0,0.4878048780487805,0.1951219512195122,0.0,43,255,0,False
91632,7636,False,1,1,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,8784.244444444445,-4746.8093023255815,472.3114285714286,-18300.0,26378.0,0.38571428571428573,40976.942745535714,70,700.0,10565.13913472036,0,33061.8984375,0,0.21428571428571427,0.11428571428571428,0.0,0.5,0.17142857142857143,0.0,31,365,0,False
199680,3328,False,1,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,10072.949999999999,-5698.226086956522,269.24594594594606,-22637.0,29954.0,0.3783783783783784,33658.61747782939,74,500.0,11828.427804280689,0,19931.2998046875,0,0.02702702702702703,0.12162162162162163,0.0,0.5,0.17567567567567569,0.17567567567567569,45,412,0,False
158976,3312,True,1,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,13041.75,-6339.340384615385,121.02307692307694,-37300.0,48358.0,0.3333333333333333,49916.09135241386,156,600.0,23244.477071380734,0,18886.7001953125,0,0.23076923076923078,0.2692307692307692,0.0,0.3974358974358974,0.10256410256410256,0.0,56,518,0,False
27984,2332,True,2,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,9539.813333333334,-5822.04347826087,241.8473684210526,-25700.0,47513.0,0.39473684210526316,30639.862940738076,76,500.0,16130.155371367513,0,18380.5,0,0.18421052631578946,0.13157894736842105,0.0,0.47368421052631576,0.21052631578947367,0.0,46,519,0,False
290700,4845,True,1,0,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,17131.333333333332,-12205.881034482758,115.74900000000004,-56400.0,49763.0,0.42,59647.42380279541,100,-2825.2,31431.981837341184,1,11574.7998046875,0,0.29,0.0,0.0,0.58,0.13,0.0,37,392,1,False
133968,2791,True,1,1,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,17825.64347826087,-6701.075,439.6151898734178,-60800.0,49512.0,0.2911392405063291,46772.31499703323,79,200.0,22446.673350648238,0,34729.5,0,0.189873417721519,0.3037974683544304,0.0,0.4050632911392405,0.10126582278481013,0.0,53,261,0,True
141648,5902,True,1,1,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,13177.707692307693,-16520.0,4928.344444444444,-34600.0,42127.0,0.7222222222222222,45100.422526041664,18,200.0,31370.446100913905,0,106010.1015625,0,0.4444444444444444,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,44,200,0,False
72120,6010,True,1,1,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,19563.4225,-11030.725806451614,966.9794117647058,-50700.0,54092.0,0.39215686274509803,75686.0655637255,102,1000.0,20496.783071708567,0,98631.703125,0,0.00980392156862745,0.0,0.0,0.6078431372549019,0.18627450980392157,0.19607843137254902,44,616,0,False
21072,878,False,1,0,0,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,3012.853846153846,-4150.0,2057.806666666667,-5700.0,9738.0,0.8666666666666667,21575.686848958332,15,1100.0,8763.261577042593,0,32167.0,0,0.4666666666666667,0.0,0.0,0.13333333333333333,0.4,0.0,29,135,0,False
97224,4051,False,1,1,0,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,5482.85238095238,-3011.4314285714286,173.92499999999998,-11700.0,16257.0,0.375,22360.5365687779,112,1000.0,7443.483719373603,0,19479.599609375,0,0.23214285714285715,0.23214285714285715,0.0,0.39285714285714285,0.14285714285714285,0.0,43,531,0,False
85716,2381,True,1,1,1,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,5781.133333333333,-12550.0,1921.9473684210527,-15900.0,21430.0,0.7894736842105263,31337.257709703947,19,800.0,11960.321982259782,0,44466.8984375,0,0.10526315789473684,0.0,0.0,0.21052631578947367,0.42105263157894735,0.2631578947368421,58,153,0,False
108144,3004,False,1,1,0,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,16822.82608695652,-11406.3625,398.570909090909,-60600.0,45740.0,0.41818181818181815,54652.89818892045,55,900.0,25351.810203587793,0,21921.30078125,0,0.2727272727272727,0.10909090909090909,0.0,0.4727272727272727,0.14545454545454545,0.0,30,256,0,False
177744,3703,False,1,0,1,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,9073.402777777777,-5295.1169491525425,149.79578947368424,-26000.0,45056.0,0.37894736842105264,26746.52517475329,95,-2485.5,21035.485789850394,1,14230.7001953125,0,0.22105263157894736,0.0,0.0,0.6210526315789474,0.15789473684210525,0.0,22,511,1,False
148920,2482,True,2,0,1,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,8064.787499999999,-7583.866666666667,492.85806451612893,-22780.0,22338.0,0.5161290322580645,32435.318642893144,31,400.0,14973.144092754588,0,15278.599609375,0,0.0967741935483871,0.0967741935483871,0.0,0.3870967741935484,0.1935483870967742,0.22580645161290322,19,201,0,False
253512,7042,True,2,0,0,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,12261.32142857143,-10556.0,459.25862068965506,-30200.0,40419.0,0.4827586206896552,37095.84514749461,29,300.0,24274.711583181303,0,13318.400390625,0,0.27586206896551724,0.0,0.0,0.5172413793103449,0.20689655172413793,0.0,51,213,1,False
78936,6578,False,1,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,3975.2083333333335,-2622.3703703703704,482.37254901960785,-6300.0,11416.0,0.47058823529411764,25900.319661458332,51,900.0,7609.1550873391925,0,24601.0,0,0.29411764705882354,0.17647058823529413,0.0,0.35294117647058826,0.17647058823529413,0.0,37,273,0,False
63312,1319,False,1,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,2763.92,-1450.7191489361703,348.21219512195125,-4600.0,10500.0,0.4268292682926829,22551.779606516768,82,500.0,5488.6562127991565,0,28553.5,0,0.2804878048780488,0.2073170731707317,0.0,0.36585365853658536,0.14634146341463414,0.0,38,402,0,False
208320,4340,False,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,12819.854545454546,-7286.0,519.8023529411765,-29700.0,39060.0,0.38823529411764707,43944.889177389705,85,200.0,15945.229348809333,0,44198.1015625,0,0.03529411764705882,0.0,0.0,0.611764705882353,0.17647058823529413,0.17647058823529413,26,479,0,False
224604,6239,True,1,1,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,20475.04411764706,-11116.342372881356,433.19677419354844,-40000.0,56152.0,0.3655913978494624,57496.98903729839,93,200.0,21120.381647899492,0,40287.3984375,0,0.010752688172043012,0.0,0.0,0.6344086021505376,0.17204301075268819,0.1827956989247312,18,519,0,False
164052,4557,True,0,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,14078.810714285715,-10091.767567567567,320.1738461538462,-41400.0,48181.0,0.4307692307692308,41752.1615253155,65,-2564.7,30373.020545611842,1,20811.19921875,0,0.24615384615384617,0.0,0.0,0.5692307692307692,0.18461538461538463,0.0,19,367,1,False
115992,3222,False,2,0,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,8683.641304347826,-4812.074074074074,76.13779527559049,-60600.0,46194.0,0.36220472440944884,25666.407128521776,127,200.0,17521.66293030646,0,13690.5,0,0.2047244094488189,0.25196850393700787,0.0,0.3858267716535433,0.15748031496062992,0.0,57,613,0,False
92976,3874,True,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,13338.338,-10938.728813559323,197.54036697247713,-45500.0,48996.0,0.45871559633027525,50436.46660425029,109,300.0,26368.521725269,0,21531.80078125,0,0.3119266055045872,0.10091743119266056,0.0,0.44036697247706424,0.14678899082568808,0.0,25,569,0,False
104712,4363,True,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,13282.386,-10931.103448275862,278.84537037037035,-44800.0,48996.0,0.46296296296296297,52379.12905262135,108,300.0,25536.46225355738,0,30115.30078125,0,0.3148148148148148,0.10185185185185185,0.0,0.4351851851851852,0.14814814814814814,0.0,25,569,0,False
