amount,duration,payments,same_district,frequency,has_disponent,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,avg_balance,num_trans,min_balance,std_balance,negative_balance,last_balance,last_balance_negative,age_when_loan,days_between,loan_status,has_card
258444,36,7179,True,2,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,8015.727272727273,-10625.0,3044.866666666667,-14600,31830,0.7333333333333333,39290.6667,15,600,16298.28329882902,0,53892.0000,0,30,205,0,False
71460,36,1985,True,1,1,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,9487.25,-8686.416666666666,400.4166666666667,-26600,33669,0.5,50940.5417,24,12000,14140.380690829976,0,49656.5000,0,16,240,0,False
68832,36,1912,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,5715.928571428572,-7578.0,-2104.029411764706,-24000,28353,0.4117647058823529,37191.0588,34,18032,9304.662486976076,0,53041.0000,0,37,330,0,False
101520,12,8460,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,3744.769230769231,-4059.076923076923,-157.15384615384616,-10000,18513,0.5,26040.1538,26,400,10606.805542786444,0,16728.0000,0,19,245,0,False
77184,36,2144,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,16356.41935483871,-14591.114285714286,-55.15151515151515,-63600,48447,0.4696969696969697,52950.3333,66,6477,29565.59130205929,0,22446.0000,0,41,573,0,False
70656,48,1472,True,1,0,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,2787.5416666666665,-3431.470588235294,208.9268292682927,-12700,14878,0.5853658536585366,32153.3171,41,600,12909.555824364812,0,22476.0000,0,44,273,0,False
110136,24,4589,True,1,0,0,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,12490.952380952382,-10964.307692307691,-484.29787234042556,-60700,39807,0.44680851063829785,53298.1702,47,11500,27777.83277648315,0,45645.0000,0,38,553,0,False
228276,36,6341,True,1,1,1,0,1204953,0,0,0,1,1,1.0,12541.0,0.167,0.07667684963645885,0.36,0.01114566294286997,0.14,6850.6,-6119.166666666667,1986.9375,-9100,22288,0.625,43076.5000,16,22788,11950.644527597664,0,53708.0000,0,35,166,0,False
86616,12,7218,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,3023.5,-2200.0,2443.1111111111113,-2200,11906,0.8888888888888888,26641.7778,9,16536,6432.384433953931,0,30435.5000,0,32,125,0,False
149040,48,3105,True,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,6630.8125,-4787.5,-981.3958333333334,-15900,27946,0.3333333333333333,35755.8542,48,200,12578.988704697183,0,19041.0000,0,25,292,0,False
52128,24,2172,False,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,6202.378378378378,-5464.925925925926,1280.234375,-27300,44473,0.578125,33618.0156,64,144,20130.937706745826,0,58777.0000,0,34,264,0,False
111384,24,4641,False,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,19059.375,-11953.38961038961,-44.488,-61700,49388,0.384,66104.8240,125,500,26814.135750253517,0,20567.5000,0,27,472,0,False
50460,60,841,True,1,0,0,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,8745.333333333334,-5171.368421052632,1598.918918918919,-15000,22928,0.4864864864864865,38216.5676,37,16085,9087.081071917251,0,42131.0000,0,46,269,0,False
260028,36,7223,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,18758.2,-7174.590361445783,1258.8373983739837,-25400,65008,0.3252032520325203,51638.8862,123,200,20181.543894224855,0,69851.0000,0,18,689,0,False
137904,24,5746,True,1,0,1,1,75637,35,36,9,0,7,0.365,9622.0,0.154,0.04630009122519402,0.52,0.0007139363010166982,0.13999999999999996,4572.0,-6866.666666666667,1140.4,-9000,11878,0.7,27837.1000,10,600,11570.046849084061,0,35160.0000,0,27,129,1,False
75624,24,3151,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,11677.066666666668,-17740.0,4322.8,-31100,49887,0.75,50400.6500,20,400,21431.801112540685,0,41955.0000,0,35,196,1,False
208128,48,4336,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,8499.73076923077,-7762.586206896552,-74.94545454545455,-36500,47493,0.4727272727272727,33833.4909,55,-1070,21293.158521308054,1,42546.0000,0,42,439,1,False
23052,12,1921,True,1,1,0,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,5646.138888888889,-2343.8229166666665,-164.74242424242425,-24000,20812,0.2727272727272727,23840.3106,132,700,8019.377518853163,0,28532.0000,0,53,617,0,False
100980,60,1683,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,6911.0,-3933.896551724138,977.0,-22900,20922,0.4528301886792453,34281.1132,53,600,9617.65851287115,0,47138.0000,0,29,385,0,False
113796,36,3161,True,0,1,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,5465.6875,-4648.675675675676,-1595.2830188679245,-21074,28446,0.3018867924528302,35523.6604,53,500,11116.673214426812,0,34054.0000,0,24,356,0,False
56100,60,935,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,4212.291666666667,-2712.0,365.462962962963,-10700,13986,0.4444444444444444,20147.7407,54,1000,8675.783408292269,0,21623.0000,0,37,405,0,False
11400,12,950,True,1,0,0,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,3321.8695652173915,-1642.9117647058824,360.42105263157896,-6700,10734,0.40350877192982454,27159.1579,57,7456,5533.904274463816,0,27820.0000,0,16,357,0,False
179328,48,3736,True,1,0,1,6,387570,0,0,0,1,1,1.0,9897.0,0.14,0.04827128002683386,1.78,-6.450447661067678e-05,0.3599999999999999,9243.64705882353,-6978.833333333333,-1111.127659574468,-23040,34960,0.3617021276595745,43607.8723,47,200,14205.010489435748,0,36075.0000,0,23,311,0,False
253200,60,4220,False,2,0,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,14521.111111111111,-10181.4,1519.7894736842106,-42600,46304,0.47368421052631576,49281.9737,38,15124,25614.995119519186,0,81151.0000,0,43,255,0,False
91632,12,7636,False,1,1,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,8513.217391304348,-4357.405405405405,576.3333333333334,-18300,26378,0.38333333333333336,42068.8833,60,18285,9395.286462000804,0,33062.0000,0,31,365,0,False
199680,60,3328,False,1,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,8486.0,-5367.394736842105,129.984126984127,-21200,29954,0.3968253968253968,32517.0794,63,500,10793.993785936882,0,19931.5000,0,45,412,0,False
158976,48,3312,True,1,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,11819.40909090909,-6478.364864864865,344.53389830508473,-37300,42994,0.3728813559322034,50649.5085,118,11200,22434.934136843473,0,18886.5000,0,56,518,0,False
27984,12,2332,True,2,0,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,7931.7307692307695,-5922.205882352941,81.16666666666667,-25700,47513,0.43333333333333335,33062.9333,60,10101,15764.818958540427,0,26598.0000,0,46,519,0,False
290700,60,4845,True,1,0,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,16319.216216216217,-11933.377358490567,-318.4222222222222,-56400,49763,0.4111111111111111,59115.3889,90,-2825,31334.814058166623,1,11575.0000,0,37,392,1,False
133968,48,2791,True,1,1,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,14248.631578947368,-5961.35,546.9491525423729,-60800,49512,0.3220338983050847,46011.1356,59,200,22583.944239333912,0,34730.0000,0,53,261,0,True
141648,24,5902,True,1,1,1,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,8995.285714285714,-20433.333333333332,166.7,-34600,35111,0.7,53150.7000,10,20435,32315.846645415313,0,106010.0000,0,44,200,0,False
72120,12,6010,True,1,1,0,2,139012,59,41,8,3,10,0.619,8363.0,0.108,0.01928970160849423,3.005,0.0016905015394354445,0.9700000000000002,14064.266666666666,-8963.3125,-106.55128205128206,-50700,54092,0.38461538461538464,76722.8077,78,1000,20036.55743184013,0,98632.0000,0,44,616,0,False
21072,24,878,False,1,0,0,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,1526.4444444444443,-4150.0,494.3636363636364,-5700,6492,0.8181818181818182,21899.4545,11,7592,6299.698800355984,0,30867.0000,0,29,135,0,False
97224,24,4051,False,1,1,0,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,4206.142857142857,-2997.35593220339,-315.20212765957444,-11700,16257,0.3723404255319149,21860.0426,94,1000,7161.028567679744,0,23080.0000,0,43,531,0,False
85716,36,2381,True,1,1,1,5,74062,99,15,4,2,7,0.614,8114.0,0.119,0.014744403337744053,2.5,0.0024033917528557157,0.2400000000000002,5419.083333333333,-12800.0,1775.2666666666667,-15900,21430,0.8,32623.8667,15,15087,9029.936875871404,0,36517.0000,0,58,153,0,False
108144,36,3004,False,1,1,0,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,17146.81818181818,-11666.866666666667,523.5384615384615,-60600,45740,0.4230769230769231,54997.2115,52,900,25837.71618594127,0,21921.0000,0,30,256,0,False
177744,48,3703,False,1,0,1,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,8374.53125,-5294.854545454546,-267.0344827586207,-26000,45056,0.367816091954023,25954.4598,87,-2486,21172.947859308097,1,14231.0000,0,22,511,1,False
148920,60,2482,True,2,0,1,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,6376.166666666667,-6688.615384615385,-417.52,-22780,14892,0.48,33221.9600,25,15279,12277.281863604823,0,15279.0000,0,19,201,0,False
253512,36,7042,True,2,0,0,6,108871,41,29,7,2,6,0.621,8444.0,0.106,0.022503697035941617,3.3550000000000004,-0.0026637029144583957,0.22999999999999998,10095.307692307691,-11005.3,921.1304347826087,-30200,36266,0.5652173913043478,34131.5217,23,300,21165.924607973004,0,13318.0000,0,51,213,1,False
78936,12,6578,False,1,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,3961.714285714286,-2690.4,346.4347826086956,-6300,11416,0.45652173913043476,25957.1304,46,900,7881.781694429181,0,25788.0000,0,37,273,0,False
63312,48,1319,False,1,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,2413.8076923076924,-1445.6176470588234,226.8,-4600,10500,0.43333333333333335,22316.3667,60,500,5705.161735851335,0,27654.0000,0,38,402,0,False
208320,48,4340,False,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,10839.074074074075,-6640.1578947368425,620.4461538461538,-29700,39060,0.4153846153846154,43758.7538,65,20021,15653.627618916837,0,44198.0000,0,26,479,0,False
224604,36,6239,True,1,1,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,16172.392857142857,-11765.78431372549,-1863.6455696202531,-40000,56152,0.35443037974683544,55078.3671,79,200,20282.115549018225,0,40287.0000,0,18,519,0,False
164052,36,4557,True,0,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,14324.28,-8623.846153846154,2625.235294117647,-41400,48181,0.49019607843137253,42626.1176,51,-1442,31462.94916847936,1,10011.0000,0,19,367,1,False
115992,36,3222,False,2,0,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,6767.166666666667,-5136.830769230769,-893.8217821782179,-60600,43602,0.3564356435643564,25296.2574,101,200,16207.100517404606,0,13691.0000,0,57,613,0,False
92976,24,3874,True,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,11407.026315789473,-10098.15909090909,-132.34146341463415,-45500,48996,0.4634146341463415,50518.0366,82,300,25868.425090627243,0,34933.0000,0,25,569,0,False
104712,24,4363,True,2,1,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,10642.552631578947,-11053.58695652174,-1238.6666666666667,-44800,48709,0.4523809523809524,52511.8333,84,911,24896.575979837897,0,30115.0000,0,25,569,0,False
72408,24,3017,True,0,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,10683.5,-19600.0,2424.3636363636365,-32700,49634,0.7272727272727273,42391.7273,11,700,16856.40784061824,0,50364.0000,0,37,126,1,False
202788,36,5633,True,2,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,18254.9,-11568.720930232557,-2100.904761904762,-45200,72298,0.31746031746031744,53522.8571,63,1100,20391.719227252117,0,93618.0000,0,42,387,0,False
61560,12,5130,True,2,0,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,12605.625,-6187.542857142857,-291.6470588235294,-23496,46166,0.3137254901960784,32638.1176,51,6214,17289.763883946755,0,20051.0000,0,53,326,0,False
300660,60,5011,True,1,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,10827.6,-7840.5161290322585,-519.6862745098039,-43500,44519,0.39215686274509803,43108.9020,51,800,29363.88671531076,0,33919.0000,0,44,304,0,False
48624,24,2026,False,1,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,13181.536585365853,-11266.354166666666,-3.842696629213483,-52900,41561,0.4606741573033708,65354.8427,89,200,25581.85186341623,0,47994.0000,0,33,521,0,False
186384,48,3883,True,2,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,12032.285714285714,-11303.180722891566,-72.9875,-60600,49424,0.48125,61053.7188,160,700,27220.21269552552,0,20999.6667,0,37,645,0,False
88440,12,7370,True,0,1,0,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,15232.692307692309,-11238.461538461539,1997.1153846153845,-35100,47976,0.5,64164.2692,26,35901,18752.432169552536,0,78958.0000,0,51,179,0,False
182628,36,5073,True,1,0,1,4,138032,67,30,4,2,5,0.6459999999999999,8819.0,0.099,0.03103628144198447,5.52,0.003202156021792048,0.28000000000000025,4748.5,-10600.0,1678.8,-12600,15469,0.8,34076.0000,10,500,14460.231574909165,0,45661.0000,0,34,142,0,False
51696,24,2154,True,1,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,15405.051282051281,-12577.36,-315.40449438202245,-59600,46889,0.43820224719101125,59688.7978,89,600,25952.168397715162,0,38202.0000,0,26,396,0,True
230220,36,6395,True,1,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,7806.0,-6366.756756756757,420.19718309859155,-59800,47953,0.4788732394366197,29360.4366,71,-2720,30410.246010432027,1,15220.0000,0,51,356,1,False
59760,24,2490,True,1,1,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,11115.363636363636,-4799.863636363636,3157.75,-19800,34557,0.5,42018.2500,44,300,12798.050093178259,0,41140.5000,0,35,312,0,False
140400,36,3900,False,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,10129.368421052632,-6412.5,3111.6060606060605,-23800,44208,0.5757575757575758,44848.6667,33,26667,18797.957280491726,0,33379.0000,0,53,392,0,False
398640,60,6644,True,2,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,21916.4375,-12513.170212765957,1433.0,-40900,59793,0.4050632911392405,63247.5063,79,400,22576.644957590557,0,59317.0000,0,34,512,0,False
221280,48,4610,True,2,1,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,15338.681818181818,-9112.771428571428,324.63157894736844,-32300,50178,0.38596491228070173,38502.1053,57,1100,19609.585953996208,0,31330.0000,0,26,389,0,False
151728,48,3161,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,6208.238095238095,-6958.958333333333,-814.2666666666667,-27000,44471,0.4666666666666667,29500.2667,45,-670,23297.816514190527,1,24190.2000,0,18,271,1,False
104712,24,4363,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,14620.135593220339,-9320.725490196079,-547.3664596273292,-56400,49831,0.36645962732919257,58164.5776,161,400,27165.139791123875,0,25947.0000,0,50,691,0,False
194880,48,4060,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,9848.166666666666,-6164.142857142857,-998.8817204301075,-23532,36536,0.3225806451612903,34414.3656,93,300,12221.759758184295,0,31014.5000,0,16,552,0,False
232560,48,4845,True,0,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,11901.09090909091,-12017.916666666666,-578.3913043478261,-37300,39741,0.4782608695652174,62632.1304,23,600,26918.958080011595,0,52808.0000,0,25,164,0,False
380160,60,6336,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,17616.4,-13004.185185185184,25.851063829787233,-62500,48887,0.425531914893617,63452.9362,94,14800,26246.61373044292,0,24550.0000,0,46,579,0,False
55368,24,2307,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,8563.363636363636,-7759.795454545455,401.78409090909093,-34100,48139,0.5,45077.2841,88,200,23977.11638632517,0,2302.0000,0,54,362,0,False
227880,36,6330,True,1,1,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,7545.125,-8721.064516129032,442.98591549295776,-64600,49115,0.5633802816901409,47748.8592,71,1100,30271.584709047922,0,53717.0000,0,38,382,0,False
47304,24,1971,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,15285.442857142858,-13067.736111111111,909.1830985915493,-59900,49060,0.49295774647887325,72278.1056,142,17259,30062.30965204772,0,62458.0000,0,23,516,0,False
33984,48,708,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,2694.9285714285716,-3943.035714285714,-624.0535714285714,-14700,20196,0.5,37907.3571,56,600,9525.462280549082,0,44465.0000,0,23,367,0,False
188688,48,3931,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,3158.625,-10782.2,-4586.277777777777,-24500,23585,0.4444444444444444,37277.1667,18,400,17757.0153968947,0,23580.0000,0,30,160,0,False
360000,48,7500,True,0,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,14940.5,-9513.93220338983,1942.1981981981983,-38500,73228,0.46846846846846846,49286.9820,111,600,25733.622264744226,0,64765.0000,0,23,578,0,False
444864,48,9268,True,1,1,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,6425.142857142857,-4434.310344827586,126.66,-16300,17241,0.42,32764.5400,50,800,11027.943237449128,0,41744.0000,0,32,343,0,False
85632,48,1784,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,17451.583333333332,-12551.390243902439,1475.974025974026,-60800,49917,0.4675324675324675,65613.6234,77,800,26422.27671504117,0,99939.0000,0,47,494,0,False
96168,12,8014,True,2,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,7302.617283950617,-8604.1,1231.351145038168,-53500,46253,0.6183206106870229,50757.5191,131,600,22127.336860882722,0,3609.0000,0,24,616,0,False
372120,60,6202,True,1,1,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,17836.584615384614,-12458.772151898735,1216.2152777777778,-63300,48231,0.4513888888888889,64927.6111,144,500,25876.35404296939,0,59381.0000,0,51,663,0,False
276300,60,4605,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,2749.09375,-2253.4848484848485,209.3230769230769,-5760,8888,0.49230769230769234,25210.7077,65,500,6843.076700574151,0,29035.5000,0,20,487,0,False
91200,24,3800,True,1,1,0,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,9421.9375,-9415.533333333333,307.03225806451616,-22100,34198,0.5161290322580645,31606.0000,31,700,15617.039659997523,0,32715.0000,0,38,231,0,False
215388,36,5983,False,1,0,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,5716.555555555556,-6100.0,1496.357142857143,-11400,49757,0.6428571428571429,32278.5000,14,1000,10374.83600386738,0,30663.0000,0,34,156,1,False
73836,36,2051,True,1,0,0,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,11747.846153846154,-24325.0,3260.1176470588234,-37000,44281,0.7647058823529411,50809.1176,17,900,30816.256864885938,0,67453.0000,0,28,188,0,False
73056,48,1522,True,1,1,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,2495.3333333333335,-1351.3,470.7894736842105,-3600,7900,0.47368421052631576,23390.0789,38,500,6619.965532513144,0,21546.0000,0,24,290,0,False
123408,24,5142,True,0,0,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,6664.238095238095,-4164.807692307692,673.7021276595744,-21900,46000,0.44680851063829785,30246.5745,47,700,18153.164490259318,0,10164.0000,0,32,384,0,True
7656,24,319,True,1,1,0,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,5589.322580645161,-6183.441176470588,-568.7384615384616,-21700,31677,0.47692307692307695,43865.3692,65,600,12141.816229073465,0,36353.0000,0,31,367,0,False
158760,60,2646,True,1,0,1,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,5204.214285714285,-3269.364705882353,-467.0787401574803,-17200,23810,0.33070866141732286,25758.4567,127,900,8987.26299393426,0,19182.0000,0,17,672,0,False
181020,60,3017,True,1,1,0,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,7091.103448275862,-5101.872340425532,-449.2894736842105,-19900,27150,0.3815789473684211,32733.3421,76,500,9140.918713980316,0,42526.0000,0,30,551,0,False
212400,36,5900,True,2,0,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,12622.038461538461,-10044.333333333334,-55.76271186440678,-42900,48828,0.4406779661016949,50757.3051,59,300,27016.86720428632,0,64221.0000,0,27,391,0,False
87360,24,3640,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,6393.333333333333,-6738.0,557.1851851851852,-20100,49341,0.5555555555555556,35367.9630,27,200,12348.385006060005,0,29065.5000,0,31,321,0,False
23628,12,1969,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,11772.613636363636,-7727.6875,1598.5434782608695,-35200,43694,0.4782608695652174,49107.7391,92,1000,28764.179320387797,0,64096.0000,0,40,547,0,False
20832,48,434,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,2714.675675675676,-1916.8507462686566,-269.09615384615387,-19700,13251,0.3557692307692308,21494.7212,104,500,5692.340694802655,0,17880.0000,0,46,550,0,False
